Informant,Project,Sex,Age,Ethnicity,Education_level,Occupation,Town/City,County,State,Latitude,Longitude,Fieldworker,Year_interviewed,Notes
MA105,LANE,Male,85,White,Between 1 and 8 years,Farmer,Wareham (East Wareham),Plymouth,MA,41.7625,-70.7222,Unknown,1931-33,
NB382,LANE,Female,52,White,At least some high school,Keeping house,St. John,St. John-Albert,NB,45.2796,-66.0628,Unknown,1931-33,
VT238,LANE,Male,77,White,At least some high school,Farmer,Johnson,Lamoille,VT,44.6439,-74.6811,Unknown,1931-33,
VT324,LANE,Male,58,White,At least some high school,Farmer,Wilmington,Windham,VT,42.8831,-72.8672,Unknown,1931-33,
WI1A,LANCS,Male,73,White,Between 1 and 8 yrs.,Craftsman or foreman,Douglas,East Superior,WI,46.7208,-92.1041,"Cassidy, Frederic",1940,"also, 1.1"
WI1B,LANCS,Male,54,White,At least college or beyond,Clerical and sales,Douglas,East Superior,WI,46.7208,-92.1041,"Cassidy, Frederic",1940,"also, 1.2; real estate"
WI2A,LANCS,Male,70,White,At least some high school,Farmer,Bayfield,Bayfield,WI,46.8108,-90.8182,"Cassidy, Frederic",1940,"also 2.1; also, fruit farmer, formerly storekeeper"
WI2B,LANCS,Female,46,White,At least some high school,Keeping house,Ashland,La Pointe,WI,46.7793,-90.7865,"Cassidy, Frederic",1940,"also 2.2; b. and resides on Madeline Island; homeschooled by schoolteacher GF; also, secretary treasurer of local fairy line"
WI3A,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,Marinette,Grover,WI,45.0735,-87.8677,"Cassidy, Frederic",1940,"also, 4.1"
WI3B,LANCS,Female,65,White,At least some high school,Keeping house,Marinette,Marinette,WI,45.1,-87.6307,"Cassidy, Frederic",1940,"also, 4.2"
WI4A,LANCS,Male,75,White,Between 1 and 8 yrs.,Professional & technical,Door,Sturgeon Bay,WI,44.8342,-87.377,"Cassidy, Frederic",1940,"also, 6.1; veterinarian"
WI4B,LANCS,Male,33,White,Unknown,Farmer,Door,Brussels,WI,44.7357,-87.6209,"Cassidy, Frederic",1940,"also, 6.2; Inf. also speaks Walsoon"
WI5A,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,St. Croix,Hammond,WI,44.9789,-92.4357,"Cassidy, Frederic",1940,"also, 3.1"
WI5B,LANCS,Male,65,White,Between 1 and 8 yrs.,Farmer,St. Croix,Erin Prairie,WI,45.0672,-92.4486,"Cassidy, Frederic",1940,"also, 3.2"
WI5C,LANCS,Male,55,White,Unknown,Farmer,St. Croix,Erin Prairie,WI,45.0672,-92.4486,"Cassidy, Frederic",1940,"also, 3.21; incomplete record"
WI6A,LANCS,Male,85,White,At least some high school,"Manager, official, or proprietor",Pepin,Pepin,WI,44.4411,-92.1479,"Cassidy, Frederic",1940,"also, 7.1; steamboat pilot"
WI6B,LANCS,Female,56,White,At least some college or beyond,Teacher,Pepin,Stockholm ,WI,44.4833,-92.2621,"Cassidy, Frederic",1940,"also, 7.2; also, clerk"
WI7A,LANCS,Male,72,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",Eau Claire,Eau Claire,WI,44.8113,-91.4985,"Cassidy, Frederic",1940,"also, 5.1; restaurateur"
WI7B,LANCS,Female,77,White,Between 1 and 8 yrs.,Farmer's wife,Eau Claire,Brunswick,WI,44.7085,-91.579,"Cassidy, Frederic",1940,"also, 5.2"
WI8A,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,Trempeleau,Caledonia,WI,44.0306,-91.3855,"Cassidy, Frederic",1940,"also, 11.1"
WI8B,LANCS,Male,75,White,Between 1 and 8 yrs.,Farmer,Trempeleau,Trempeleau,WI,44.0055,-91.4421,"Cassidy, Frederic",1940,"also, 11.2; also, handyman"
WI9A,LANCS,Male,68,White,Between 1 and 8 yrs.,Farmer,Portage,Stockton,WI,44.5114,-89.4671,"Cassidy, Frederic",1940,"also, 8.1"
WI9B,LANCS,Female,49,White,At least some college or beyond,Teacher,Portage,Sharon,WI,44.6052,-89.4175,"Cassidy, Frederic",1940,"also, 8.2"
WI10A,LANCS,Male,75,White,Between 1 and 8 yrs.,Farmer,Outagamie,Grand Chute,WI,44.2816,-88.4384,"Cassidy, Frederic",1940,"also, 10.1"
WI10B,LANCS,Male,71,White,Between 1 and 8 yrs.,Farmer,Outagamie,Vandenbroek,WI,44.18,-88.18,"Cassidy, Frederic",1940,"also, 10.2"
WI11A,LANCS,Female,75,White,Between 1 and 8 yrs.,Farmer's wife,Brown,Scott,WI,44.6245,-87.8746,"Cassidy, Frederic",1940,"also, 9.1"
WI11B,LANCS,Male,60,White,At least some college or beyond,"Manager, official, or proprietor",Brown,Howard,WI,44.5624,-88.0803,"Cassidy, Frederic",1940,"also, 9.2; also, politician; quarry owner"
WI12A,LANCS,Female,88,White,At least some high school,Farmer's wife,Juneau,Lemonweir,WI,43.7844,-90.0171,"Cassidy, Frederic",1941,"also, 12.1"
WI12B,LANCS,Male,54,White,Between 1 and 8 yrs.,Farmer,Juneau,Lemonweir,WI,43.7844,-90.0171,"Cassidy, Frederic",1941,"also, 12.2; also, ran draying business"
WI13A,LANCS,Male,87,White,Between 1 and 8 yrs.,Farmer,Columbia,Fort Winnebago,WI,43.3316,-89.2558,"Cassidy, Frederic",1940,"also, 14.1; also, launderer"
WI13B,LANCS,Female,69,White,At least some high school,Keeping house,Columbia,Portage,WI,43.5391,-89.4626,"Cassidy, Frederic",1940,"also, 14.2"
WI14A,LANCS,Male,87,White,At least some high school,Farmer ,Fond du Lac,Oakfield,WI,43.413,-88.3254,"Cassidy, Frederic",1940,"also, 13.1"
WI14B,LANCS,Female,70,White,Between 1 and 8 yrs.,Farmer's wife,Fond du Lac,Oakfield,WI,43.413,-88.3254,"Cassidy, Frederic",1940,"also, 13.2"
WI15A,LANCS,Female,80,White,Between 1 and 8 yrs.,Farmer's wife,Washington,West Bend,WI,43.4253,-88.1834,"Cassidy, Frederic",1940,"also, 15.1"
WI15B,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,Washington,Jackson,WI,43.3239,-88.1668,"Cassidy, Frederic",1940,"also, 15.2"
WI16A,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,Crawford,Bridgeport,WI,43.055,-91.062,"Cassidy, Frederic",1940,"also, 17.1"
WI16B,LANCS,Male,68,White,Unknown,Farmer,Crawford,Prairie du Chien,WI,43.0517,-91.1412,"Cassidy, Frederic",1940,"also, 17.2"
WI17NA,LANCS,Male,90,Black or African American,Between 1 and 8 yrs.,Farmer,Grant,South Lancaster,WI,42.8029,-90.7343,"Cassidy, Frederic",1940,"also, 22.1; also, handyman"
WI17B,LANCS,Male,82,White,At least some high school,Clerical and sales,Grant,South Lancaster,WI,42.8029,-90.7343,"Cassidy, Frederic",1940,"also, 22.2; clerk, also postmaster"
WI18A,LANCS,Male,85,White,Between 1 and 8 yrs.,Farmer,Iowa,Mineral Point,WI,42.86,-90.1798,"Cassidy, Frederic",1940,also 21.2?
WI18B,LANCS,Male,77,White,At least some high school,Farmer,Iowa,Mineral Point,WI,42.86,-90.1798,"Cassidy, Frederic",1940,"also, 21.1"
WI19A,LANCS,Male,70,White,Between 1 and 8 yrs.,Farmer,Dane,Roxbury,WI,43.2494,-89.6754,"Cassidy, Frederic",1940,"also, 16.1"
WI19B,LANCS,Male,62,White,Between 1 and 8 yrs.,Farmer,Dane,Roxbury,WI,43.2494,-89.6754,"Cassidy, Frederic",1940,"also, 16.2"
WI20,LANCS,Male,82,White,At least some college or beyond,Farmer,Jefferson,Waterloo OR lake mills,WI,43.1839,-88.9884,"Lowman, Guy",1933,LONG worksheets; incomplete
WI21A,LANCS,Male,83,White,Between 1 and 8 yrs.,Farmer,Waukesha,Genesee,WI,42.9667,-88.3712,"Cassidy, Frederic",1940,"also, 19.1"
WI21B,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,Waukesha,Genesee,WI,42.9667,-88.3712,"Cassidy, Frederic",1940,"also, 19.2"
WI22A,LANCS,Male,78,White,At least some high school,Craftsman or foreman,Milwaukee,Milwaukee,WI,43.0389,-87.9065,"Cassidy, Frederic",1941,"also, 20.1; sheet metalworker"
WI22B,LANCS,Female,62,White,At least some college or beyond,Teacher,Milwaukee,Milwaukee,WI,43.0389,-87.9065,"Cassidy, Frederic",1941,"also, 20.2"
WI23A,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer,Green,Mt. Pleasant,WI,42.4318,-89.3318,"Cassidy, Frederic",1940,"also, 23.1"
WI23B,LANCS,Male,65,White,Between 1 and 8 yrs.,Farmer ,Green,New Glarus,WI,42.8144,-89.6351,"Cassidy, Frederic",1940,"also, 23.2"
WI24A,LANCS,Female,87,White,At least some college or beyond,Teacher,Rock,Clinton,WI,42.5578,-88.8651,"Cassidy, Frederic",1940,"also, 24.1; also, farmer's wife"
WI24B,LANCS,Male,56,White,Between 1 and 8 yrs.,Farmer ,Rock,Clinton,WI,42.5578,-88.8651,"Cassidy, Frederic",1940,"also, 24.2"
WI25A,LANCS,Female,77,White,Between 1 and 8 yrs.,Farmer's wife,Racine,Mt. Pleasant,WI,42.737,-87.8844,"Cassidy, Frederic",1940,"also, 25.1"
WI25B,LANCS,Male,68,White,Between 1 and 8 yrs.,Farmer,Racine,Caledonia,WI,42.8078,-87.9242,"Cassidy, Frederic",1940,"also, 25.2"
WI26A,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer,Kenosha,Pleasant Prairie,WI,42.5531,-87.9334,"Cassidy, Frederic",1940,"also, 26.1"
WI26B,LANCS,Female,71,White,Between 1 and 8 yrs.,Farmer's wife,Kenosha,Pleasant Prairie,WI,42.5531,-87.9334,"Cassidy, Frederic",1940,"also, 26.2"
MI1A,LANCS,Female,66,White,At least some college or beyond,Keeping house,Ontonagon,Matchwood,MI,46.5563,-89.3963,"McDavid, Raven",1948,"also, 31.1"
MI1B,LANCS,Female,59,White,At least some high school,Keeping house,Ontonagon,Ballentine (Bergland),MI,46.5442,-89.644,"McDavid, Raven",1948,"also, 31.2; little on the Internet about Ballentine, used grid coordinates of Bergland Township"
MI2A,LANCS,Male,72,White,Between 1 and 8 yrs.,Other,Houghton,Calumet,MI,47.2466,-88.454,"McDavid, Raven",1948,"also, 32.1; undertaker"
MI2B,LANCS,Male,62,White,At least some high school,Public servant,Houghton,Calumet,MI,47.2466,-88.454,"McDavid, Raven",1948,"also, 32.2; fire chief, also janitor; incomplete record"
MI2C,LANCS,Female,62,White,Between 1 and 8 yrs.,Keeping house,Houghton,Calumet,MI,47.2466,-88.454,"McDavid, Raven",1948,"also, 32.21; also, village treasurer; incomplete record"
MI3A,LANCS,Male,70,White,Between 1 and 8 yrs.,Craftsman or foreman,Marquette,Michigamme,MI,46.6338,-87.9975,"McDavid, Raven",1948,"also, 33.1; blacksmith"
MI3B,LANCS,Male,60,White,Between 1 and 8 yrs.,Public servant,Marquette,Ishpeming,MI,46.4885,-87.6676,"McDavid, Raven",1948,"also, 33.2; policeman"
MI4A,LANCS,Male,82,White,Between 1 and 8 yrs.,Farmer,Delta,Wells,MI,45.4641,-87.0702,"McDavid, Raven",1948,"also, 35.1; feed and chicken business"
MI4B,LANCS,Male,61,White,At least some high school,Operative,Delta,Escanaba,MI,45.7452,-87.0646,"McDavid, Raven",1948,"also, 35.2; sawmill worker, and bookkeeper"
MI5A,LANCS,Female,86,White,At least some high school,Keeping house,Chippewa,Sault Ste. Marie,MI,46.4977,-84.3476,"Allen, Harold",1938,"also, 34.1"
MI5B,LANCS,Male,73,White,At least some high school,"Manager, official, or proprietor",Chippewa,Sault Ste. Marie,MI,46.4977,-84.3476,"McDavid, Raven",1948,"also, 34.2; customs officer"
MI5C,LANCS,Female,59,White,At least some high school,Keeping house,Chippewa,Sault Ste. Marie,MI,46.4977,-84.3476,"McDavid, Raven",1948,"also, 34.3; incomplete record"
MI6A,LANCS,Male,81,White,No formal schooling,Operative,Charlevoix,St. James,MI,45.7454,-85.5226,"McDavid, Raven",1948,"also, 37.1; seaman, also lighthouse keeper"
MI6B,LANCS,Male,50,White,Between 1 and 8 yrs.,Operative,Charlevoix,Beaver Island,MI,45.6468,-85.5521,"McDavid, Raven",1948,"also, 37.2; lighthouse keeper"
MI6C,LANCS,Male,60,White,Unknown,"Manager, official, or proprietor",Charlevoix,St. James,MI,45.7454,-85.5226,"McDavid, Raven",1941,"also, 37.21; fish business; incomplete record"
MI7A,LANCS,Male,56,White,At least some high school,Farmer,Emmet,Center,MI,45.6419,-84.9769,"McDavid, Raven",1941,"also, 36.1"
MI7B,LANCS,Male,53,White,Between 1 and 8 yrs.,Farmer,Emmet,Levering,MI,45.6358,-84.787,"McDavid, Raven",1948,"also, 36.2"
MI8A,LANCS,Male,78,White,At least some high school,"Manager, official, or proprietor",Grand Traverse,Old Mission,MI,44.9622,-85.4854,"McDavid, Raven",1948,"also, 39.1; storekeeper"
MI8B,LANCS,Male,78,White,At least some high school,Farmer,Grand Traverse,Old Mission,MI,44.9622,-85.4854,"McDavid, Raven",1948,"also, 39.2; fruit farmer"
MI9A,LANCS,Male,87,White,At least some high school,"Manager, official, or proprietor",Alpena,Alpena,MI,45.0617,-83.4328,"McDavid, Raven",1948,"also, 38.1; merchant"
MI9B,LANCS,Male,69,White,Between 1 and 8 yrs.,Farmer,Alpena,Alpena,MI,45.0617,-83.4328,"McDavid, Raven",1948,"also, 38.2; also, superintended of co. home"
MI9C,LANCS,Male,72,White,At least some college or beyond,Public servant,Alpena,Alpena,MI,45.0617,-83.4328,"McDavid, Raven",1948,"also, 38.3; incomplete record; judge"
MI9D,LANCS,Male,73,White,At least some college or beyond,"Manager, official, or proprietor",Alpena,Alpena,MI,45.0617,-83.4328,"McDavid, Raven",1948,"also, 38.31; incomplete record; banker"
MI10A,LANCS,Female,80,White,At least some high school,Professional & technical,Mason,Summit,MI,43.5052,-86.2454,"McDavid, Raven",1948,"also, 42.1; also, telegraph operator; incomplete record; nurse"
MI10B,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,Mason ,Riverton,MI,43.8654,-86.3174,"McDavid, Raven",1948,"also, 42.11; also, carpenter"
MI10C,LANCS,Male,54,White,At least some high school,Farmer,Mason,Ludington,MI,43.9553,-86.4526,"McDavid, Raven",1948,"also, 42.2; auxiliary informant too"
MI11A,LANCS,Male,68,White,Between 1 and 8 yrs.,Farmer ,Wexford,South Branch,MI,44.1248,-85.4541,"McDavid, Raven",1948,"also, 40.1"
MI11B,LANCS,Male,55,White,At least some high school,"Manager, official, or proprietor",Wexford,South Branch,MI,44.1248,-85.4541,"McDavid, Raven",1948,"also, 40.2; hardware merchant"
MI12A,LANCS,Male,70,White,At least some college or beyond,"Manager, official, or proprietor",Ogemaw,West Branch,MI,44.2764,-84.2386,"McDavid, Raven",1948,"also, 41.1; grocer"
MI12B,LANCS,Male,47,White,Between 1 and 8 yrs.,Farmer ,Ogemaw,Churchill,MI,44.1643,-84.421,"McDavid, Raven",1948,"also, 41.2; also, government worker on agricultural projects"
MI13A,LANCS,Male,72,White,Between 1 and 8 yrs.,Operative,Newaygo,Garfield,MI,43.2538,-85.5047,"Allen, Harold",1938,"also, 43.1; lumberman, also sheriff, county superintendent of the poor"
MI13B,LANCS,Male,55,White,At least some high school,"Manager, official, or proprietor",Newaygo,Garfield,MI,43.2538,-85.5047,"McDavid, Raven",1948,"also, 43.2; storekeeper"
MI14A,LANCS,Female,75,White,Between 1 and 8 yrs.,Farmer's wife,Isabella,Isabella,MI,43.6917,-84.7942,"McDavid, Raven",1948,"also, 44.1; also, practical nurse"
MI14B,LANCS,Male,68,White,Between 1 and 8 yrs.,Farmer,Isabella,Isabella,MI,43.6917,-84.7942,"McDavid, Raven",1948,"also, 44.2; also, storekeeper"
MI14C,LANCS,Male,49,White,Between 1 and 8 yrs.,Farmer,Isabella,Isabella,MI,43.6917,-84.7942,"McDavid, Raven",1948,"also, 44.21; incomplete record"
MI15A,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer ,Tuscola,Columbia,MI,43.6197,-83.4003,"McDavid, Raven",1948,"also, 45.1; incomplete record"
MI15B,LANCS,Female,68,White,At least some high school,Clerical and sales,Tuscola,Columbia,MI,43.6197,-83.4003,"McDavid, Raven",1948,"also, 45.2; clerk"
MI16A,LANCS,Male,63,White,Between 1 and 8 yrs.,Farmer,Ottawa,Zeeland,MI,42.8125,-86.0187,"Allen, Harold",1938,"also, 46.1"
MI16B,LANCS,Male,65,White,Between 1 and 8 yrs.,Operative,Ottawa,Zeeland,MI,42.8125,-86.0187,"McDavid, Raven",1948,"also, 46.2; butcher"
MI16C,LANCS,Female,70,White,At least some college or beyond,Keeping house,Kent,Grand Rapids,MI,42.9634,-85.6681,"Marckwardt, Albert",1948,Incomplete record
MI17A,LANCS,Male,81,White,Between 1 and 8 yrs.,Farmer,Ionia,Portland,MI,42.8672,-84.9101,"Allen, Harold",1938,"also, 47.1"
MI17B,LANCS,Female,69,White,At least some high school,Keeping house,Ionia,Portland,MI,42.8672,-84.9101,"McDavid, Raven",1948,"also, 47.2"
MI18A,LANCS,Male,84,White,Between 1 and 8 yrs.,Farmer ,Shiawassee,Burns,MI,42.494,-83.5855,"McDavid, Raven",1948,"also, 48.1"
MI18B,LANCS,Female,71,White,Between 1 and 8 yrs.,Keeping house,Shiawassee,Burns,MI,42.494,-83.5855,"McDavid, Raven",1948,"also, 48.2"
MI19,LANCS,Female,22,White,At least some college or beyond,Student,Genessee,Flint (township),MI,42.9959,-83.773,"McDavid, Raven",1962,"also, 48a.3; Ph.D. candidate"
MI20A,LANCS,Female,77,White,Between 1 and 8 yrs.,Keeping house,St. Clair,China,MI,42.7572,-82.5402,"Allen, Harold",1938,"also, 49.1"
MI20B,LANCS,Female,67,White,At least some high school,Keeping house,St. Clair,St. Clair,MI,42.8209,-82.486,"McDavid, Raven",1948,"also, 49.2"
MI21A,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,Eaton,Vermontville,MI,42.6289,-85.0242,"Allen, Harold",1938,"also, 50.1"
MI21B,LANCS,Male,73,White,Between 1 and 8 yrs.,Craftsman or foreman,Eaton,Vermontville,MI,42.6289,-85.0242,"McDavid, Raven",1948,"also, 50.2; carpenter"
MI21C,LANCS,Female,70,White,Unknown,Keeping house,Eaton,Vermontville,MI,42.6289,-85.0242,"McDavid, Raven",1948,"also, 50.21; incomplete record"
MI22,LANCS,Male,93,White,Between 1 and 8 yrs.,Farmer,Livingston ,Howell,MI,42.6073,-83.9294,"Mackey, William",1948,
MI23A,LANCS,Male,81,White,Unknown,"Manager, official, or proprietor",Oakland,Milford,MI,42.5917,-83.6004,"McDavid, Raven",1948,"also, 51.1; merchant"
MI23B,LANCS,Male,65,White,Between 1 and 8 yrs.,Farmer,Oakland,Milford,MI,42.5917,-83.6004,"McDavid, Raven",1948,"also, 51.2"
MI23C,LANCS,Female,58,White,At least some college or beyond,Farmer's wife,Oakland,Milford,MI,42.5917,-83.6004,"McDavid, Raven",1948,"also, 51.21; incomplete record"
MI24A,LANCS,Male,49,White,At least some college or beyond,Farmer ,Van Buren,Paw Paw,MI,42.2178,-85.8911,"McDavid, Raven",1948,"also, 52.1"
MI24B,LANCS,Female,82,White,At least some college or beyond,Keeping house,Van Buren,Paw Paw,MI,42.2178,-85.8911,"McDavid, Raven",1948,"also, 52.11"
MI24C,LANCS,Male,69,White,At least some high school,"Manager, official, or proprietor",Van Buren,Paw Paw,MI,42.2178,-85.8911,"McDavid, Raven",1948,"also, 52.2; farm extension agent"
MI24D,LANCS,Male,60,White,Unknown,"Manager, official, or proprietor",Van Buren,Paw Paw,MI,42.2178,-85.8911,"McDavid, Raven",1948,"also, 52.21; incomplete record; clothing merchant"
MI25A,LANCS,Male,78,White,Between 1 and 8 yrs.,Farmer,Cass,Wayne,MI,42.0296,-86.0326,"Allen, Harold",1938,"also, 55.1"
MI25B,LANCS,Male,64,White,Between 1 and 8 yrs.,Public servant,Cass,Wayne,MI,42.0296,-86.0326,"McDavid, Raven",1948,"also, 55.2; probation officer and custodian of historical museum"
MI26A,LANCS,Male,81,White,Between 1 and 8 yrs.,Farmer,Calhoun,Marengo,MI,42.2994,-84.8776,"McDavid, Raven",1948,"also, 53.1"
MI26B,LANCS,Male,75,White,At least some high school,"Manager, official, or proprietor",Calhoun,Marshall,MI,42.2723,-84.9633,"McDavid, Raven",1948,"also, 53.2; banker"
MI27A,LANCS,Male,83,White,At least some high school,"Manager, official, or proprietor",Branch,Coldwater,MI,41.9403,-85.0005,"McDavid, Raven",1948,"also, 56.1; hardware merchant"
MI27B,LANCS,Male,48,White,At least some college or beyond,Farmer,Branch,Algansee,MI,41.5157,-84.5353,"McDavid, Raven",1948,"also, 56.2"
MI28A,LANCS,Male,80,White,At least some high school,Farmer,Lenawee,Adrian,MI,41.8975,-84.0372,"Mackey, William",1948,"also, carpenter, handyman, janitor"
MI28B,LANCS,Male,90,White,At least some high school,Craftsman or foreman,Lenawee,Adrian,MI,41.8975,-84.0372,"Mackey, William",1948,Tinsmith
MI29A,LANCS,Male,79,White,At least some high school,Craftsman or foreman,Wayne,Detroit,MI,42.3314,-83.0458,"McDavid, Raven",1948,"also, 54.1; tinsmith and butcher"
MI29B,LANCS,Male,81,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",Wayne,Detroit,MI,42.3314,-83.0458,"McDavid, Raven",1948,"also, 54.2; coal business"
MI29C,LANCS,Female,49,White,At least some college or beyond,Teacher,Wayne,Detroit,MI,42.3314,-83.0458,"McDavid, Raven",1948,"also, 54.3; college English teacher"
MI29D,LANCS,Male,36,White,At least some high school,Clerical and sales,Wayne,Detroit,MI,42.3314,-83.0458,"McDavid, Raven",1948,"also, 54.31; administrative assistant"
MI29E,LANCS,Male,34,White,At least some college or beyond,Teacher,Wayne,Detroit,MI,42.3314,-83.0458,"McDavid, Raven",1956,University teacher
MI30A,LANCS,Male,92,White,Between 1 and 8 yrs.,Farmer,Monroe,Dundee,MI,41.9573,-83.6597,"Allen, Harold",1938,"also, 57.1; also, laborer"
MI30B,LANCS,Male,55,White,Between 1 and 8 yrs.,Unknown,Monroe,Dundee,MI,41.9573,-83.6597,"McDavid, Raven",1948,"also, 57.2; ""worked for a few months at a time in Detroit, Toledo, and Mt. Clemens"""
OH1A,LANCS,Male,88,White,At least some high school,Operative,Ashtabula,Eagleville,OH,41.7387,-80.7698,"Lowman, Guy",1940,"also, 245 O ASH; cheesemaker, buttermaker, painter; LONG worksheets"
OH1B,LANCS,Male,57,White,At least some high school,Farmer,Ashtabula,Geneva,OH,41.7387,-80.7698,"Lowman, Guy",1940,"also, 246 O ASH; LONG worksheets"
OH1C,LANCS,Female,53,White,At least some college or beyond,Keeping house,Ashtabula,Jefferson,OH,41.7387,-80.7698,"Lowman, Guy",1940,"also, 246B O ASH; LONG worksheets"
OH2A,LANCS,Female,68,White,At least some high school,Keeping house,Trumbull,Wildare,OH,41.3487,-80.8112,"Lowman, Guy",1940,"also, 247 O TRU; LONG worksheets"
OH2B,LANCS,Male,46,White,At least some high school,Farmer,Trumbull,Champion Heights or Warren,OH,41.2887,-80.8405,"Lowman, Guy",1940,"also 248 O TRUM; also, Dairy farmer; LONG worksheets"
OH3A,LANCS,Male,74,White,At least some high school,Farmer,Mahoning,Beloit,OH,40.9231,-80.9937,"Lowman, Guy",1940,"also, 249 O MAH; also, carpenter; LONG worksheets"
OH3B,LANCS,Male,52,White,At least some high school,Farmer,Mahoning,Ellsworth,OH,41.0242,-80.8573,"Lowman, Guy",1940,"also, 250 O MAH; LONG worksheets"
OH4A,LANCS,Male,73,White,At least some high school,Farmer,Columbiana,Scotch Settlement,OH,40.6407,-80.6398,"Lowman, Guy",1940,"also, 251 O COL; grid coords of scotch settlement cemetery, default of google for scotch settlement; LONG worksheets"
OH4B,LANCS,Male,35,White,At least some high school,Farmer,Columbiana,Lisbon,OH,40.772,-80.7681,"Lowman, Guy",1940,"also, 252 O COL; LONG worksheets"
OH5A,LANCS,Male,73,White,At least some high school,Farmer,Jefferson,Richmond,OH,40.4334,-80.7717,"Lowman, Guy",1940,"also, carpenter"
OH5B,LANCS,Male,84,White,At least some high school,Farmer,Jefferson,Richmond,OH,40.4334,-80.7717,"Cassidy, Frederic",1939,"also, 253 O JEF, 5A; LONG worksheets"
OH5C,LANCS,Male,57,White,At least some college or beyond,Farmer,Jefferson,Red Ridge,OH,40.4431,-80.894,"Lowman, Guy",1940,"also, 254 O JEF; LONG worksheets"
OH6A,LANCS,Male,78,White,Between 1 and 8 yrs.,Farmer,Belmont,St. Clairsville,OH,40.0803,-80.9018,"Lowman, Guy",1940,"also, 263 O BEL; LONG worksheets"
OH6B,LANCS,Male,52,White,At least some high school,Farmer,Belmont,St. Clairsville,OH,40.0803,-80.9018,"Lowman, Guy",1940,"also, 264 O BEL; LONG worksheets"
OH7A,LANCS,Male,70,White,Between 1 and 8 yrs.,Farmer,Monroe,Straight Fork,OH,39.602,-81.1357,"Lowman, Guy",1940,"also, 265 O MON; LONG worksheets"
OH7B,LANCS,Male,53,White,Between 1 and 8 yrs.,Farmer,Monroe,Graysville,OH,39.6656,-81.1737,"Lowman, Guy",1940,"also, 266 O MON; LONG worksheets"
OH8A,LANCS,Male,77,White,Between 1 and 8 yrs.,Farmer,Washington,Marietta,OH,39.4154,-81.4548,"Lowman, Guy",1940,"also, 267 O WAS; LONG worksheets"
OH8B,LANCS,Male,79,White,Between 1 and 8 yrs.,Farmer,Washington,Marietta,OH,39.4154,-81.4548,"Cassidy, Frederic",1939,"also, 267B"
OH8C,LANCS,Male,52,White,At least some high school,Farmer,Washington,Barlow,OH,39.3987,-81.6649,"Lowman, Guy",1940,"also, 268 O WAS; LONG worksheets"
OH8D,LANCS,Male,59,White,At least some high school,"Manager, official, or proprietor",Washington,Marietta,OH,39.4154,-81.4548,"Richmond, Edson",1940,"also, 268B; merchant, also farmer"
OH8E,LANCS,Female,70,White,At least some college or beyond,Keeping house,Washington,Marietta,OH,39.4154,-81.4548,"Lowman, Guy",1940,"also, 270 O WAS; Spinster; LONG worksheets"
OH9A,LANCS,Male,80,White,At least some high school,Farmer,Athens,Brooks,OH,39.3558,-82.2504,"Lowman, Guy",1940,"also, 273 O ATH; LONG worksheets"
OH9B,LANCS,Male,74,White,Between 1 and 8 yrs.,Farmer,Athens,Shade,OH,39.2259,-82.0385,"Richmond, Edson",1940,"also, 273B"
OH9C,LANCS,Female,43,White,At least some high school,Keeping house,Athens,Whitehall,OH,39.33,-82.05,"Lowman, Guy OR Richmond, Edson",1940,"also, 274 O ATH, 9D?"
OH9D,LANCS,Male,64,White,At least some high school,Farmer,Athens,Athens,OH,39.3292,-82.1013,"Richmond, Edson",1940,"also, 274B; lost farm about a year prior, now Salvation Army"
OH10A,LANCS,Male,68,White,At least some high school,Farmer,Meigs,Pomeroy,OH,39.0276,-82.0338,"Lowman, Guy",1940,"also, 275 O MEI; LONG worksheets"
OH10B,LANCS,Male,44,White,At least some high school,Farmer,Meigs,Pomeroy,OH,39.0276,-82.0338,"Lowman, Guy",1940,"also, 276 O MEI; LONG worksheets"
OH11A,LANCS,Male,65,White,No formal schooling,Farmer,Gallia,Thivener,OH,38.7362,-82.2451,"Lowman, Guy",1940,"also, 277 O GAL; also, township trustee; LONG worksheets"
OH11B,LANCS,Male,39,White,At least some high school,Farmer,Gallia,Bidwell,OH,39.9187,-82.299,"Lowman, Guy",1940,"also, 278 O GAL; LONG worksheets"
OH12A,LANCS,Male,71,White,At least some high school,Farmer,Lawrence,Windsor,OH,38.5537,-82.4103,"Lowman, Guy",1940,"also, 279 O LAW; LONG worksheets"
